camp_slug,camp_name,site_code,special_type,site_type,member_rate_monthly,member_rate_daily,non_member_rate_daily,sort_order
vein-mountain-north-carolina,Vein Mountain,LC-02,,30 Amp w/ Water,300,12,30,363
vein-mountain-north-carolina,Vein Mountain,LC-03,,30 Amp w/ Water,300,12,30,364
vein-mountain-north-carolina,Vein Mountain,LC-04,,30 Amp w/ Water,300,12,30,365
vein-mountain-north-carolina,Vein Mountain,LC-05,,30 Amp w/ Water,300,12,30,366
vein-mountain-north-carolina,Vein Mountain,LC-06,,30 Amp w/ Water,300,12,30,367
vein-mountain-north-carolina,Vein Mountain,LC-07,Premium,50 Amp w/ Water,450,17,40,368
vein-mountain-north-carolina,Vein Mountain,LC-08,,30 Amp w/ Water,300,12,30,369
vein-mountain-north-carolina,Vein Mountain,LC-09,,30 Amp w/ Water,300,12,30,370
vein-mountain-north-carolina,Vein Mountain,LC-10,,30 Amp w/ Water,300,12,30,371
vein-mountain-north-carolina,Vein Mountain,LC-11,,30 Amp w/ Water,300,12,30,372
vein-mountain-north-carolina,Vein Mountain,LC-12,,30 Amp w/ Water,300,12,30,373
vein-mountain-north-carolina,Vein Mountain,LC-13,,30 Amp w/ Water,300,12,30,374
vein-mountain-north-carolina,Vein Mountain,LC-14,,Dry Camping,150,6,15,375
vein-mountain-north-carolina,Vein Mountain,LC-15,,Dry Camping,150,6,15,376
vein-mountain-north-carolina,Vein Mountain,LC-16,,Dry Camping,150,6,15,377
vein-mountain-north-carolina,Vein Mountain,LC-17,,Dry Camping,150,6,15,378
vein-mountain-north-carolina,Vein Mountain,LC-18,,Dry Camping,150,6,15,379
vein-mountain-north-carolina,Vein Mountain,LC-19,,Dry Camping,150,6,15,380
vein-mountain-north-carolina,Vein Mountain,LC-20,,Dry Camping,150,6,15,381
vein-mountain-north-carolina,Vein Mountain,LC-21,,Dry Camping,150,6,15,382
vein-mountain-north-carolina,Vein Mountain,LC-22,,Dry Camping,150,6,15,383
vein-mountain-north-carolina,Vein Mountain,LC-23,,Dry Camping,150,6,15,384
vein-mountain-north-carolina,Vein Mountain,LC-24,,Dry Camping,150,6,15,385
vein-mountain-north-carolina,Vein Mountain,LC-25,,Dry Camping,150,6,15,386
vein-mountain-north-carolina,Vein Mountain,UC-01,Premium,30 Amp - Full Hook-Up,450,17,55,387
vein-mountain-north-carolina,Vein Mountain,UC-02,,30 Amp w/ Water,300,12,30,388
vein-mountain-north-carolina,Vein Mountain,UC-03,,30 Amp w/ Water,300,12,30,389
vein-mountain-north-carolina,Vein Mountain,UC-04,,30 Amp w/ Water,300,12,30,390
vein-mountain-north-carolina,Vein Mountain,UC-05,,30 Amp w/ Water,300,12,30,391
vein-mountain-north-carolina,Vein Mountain,UC-06,,30 Amp w/ Water,300,12,30,392
vein-mountain-north-carolina,Vein Mountain,UC-07,,Dry Camping,150,6,15,393
vein-mountain-north-carolina,Vein Mountain,UC-08,,Dry Camping,150,6,15,394
vein-mountain-north-carolina,Vein Mountain,UC-09,,Dry Camping,150,6,15,395
vein-mountain-north-carolina,Vein Mountain,UC-10,,Dry Camping,150,6,15,396
vein-mountain-north-carolina,Vein Mountain,UC-11,,Dry Camping,150,6,15,397
vein-mountain-north-carolina,Vein Mountain,UC-12,,Dry Camping,150,6,15,398
vein-mountain-north-carolina,Vein Mountain,UC-13,,Dry Camping,150,6,15,399
vein-mountain-north-carolina,Vein Mountain,UC-14,,Dry Camping,150,6,15,400
vein-mountain-north-carolina,Vein Mountain,UC-15,,Dry Camping,150,6,15,401
vein-mountain-north-carolina,Vein Mountain,UC-16,,Dry Camping,150,6,15,402
vein-mountain-north-carolina,Vein Mountain,UC-17,,Dry Camping,150,6,15,403
vein-mountain-north-carolina,Vein Mountain,UC-18,,Dry Camping,150,6,15,404
vein-mountain-north-carolina,Vein Mountain,UC-19,,Dry Camping,150,6,15,405
vein-mountain-north-carolina,Vein Mountain,UC-20,,Dry Camping,150,6,15,406
vein-mountain-north-carolina,Vein Mountain,UC-21,,Dry Camping,150,6,15,407
vein-mountain-north-carolina,Vein Mountain,UC-22,,Dry Camping,150,6,15,408
vein-mountain-north-carolina,Vein Mountain,UC-23,,Dry Camping,150,6,15,409
vein-mountain-north-carolina,Vein Mountain,UC-24,,Dry Camping,150,6,15,410
vein-mountain-north-carolina,Vein Mountain,UC-25,,Dry Camping,150,6,15,411
vein-mountain-north-carolina,Vein Mountain,LCE-01,,110V Elec Only,240,10,20,412
vein-mountain-north-carolina,Vein Mountain,LCE-02,,110V Elec Only,240,10,20,413
vein-mountain-north-carolina,Vein Mountain,LCE-03,,110V Elec Only,240,10,20,414
vein-mountain-north-carolina,Vein Mountain,UC-26,,30 Amp Elec Only,240,10,25,415
oconee-south-carolina,Oconee,1,,50 Amp - 30W X 60 D,450,17,40,416
oconee-south-carolina,Oconee,2,,30 Amp - 30W X 50 D,300,12,30,417
oconee-south-carolina,Oconee,3,,30 Amp - 30W X 60 D,300,12,30,418
oconee-south-carolina,Oconee,4,,30 Amp - 25W X 50 D,300,12,30,419
oconee-south-carolina,Oconee,5,,30 Amp - 15W X 25 D,300,12,30,420
oconee-south-carolina,Oconee,6,,30 Amp - 15W X 30 D,300,12,30,421
oconee-south-carolina,Oconee,7,,30 Amp - 15W X 20 D,300,12,30,422
oconee-south-carolina,Oconee,8,,30 Amp - 25W X 50 D,300,12,30,423
oconee-south-carolina,Oconee,9,,50 Amp - 25W X 50 D,450,17,40,424
oconee-south-carolina,Oconee,10,,30 Amp - 25W X 50 D,300,12,30,425
oconee-south-carolina,Oconee,11,,30 Amp - 25W X 40 D,300,12,30,426
oconee-south-carolina,Oconee,12,,30 Amp - 25W X 50 D,300,12,30,427
oconee-south-carolina,Oconee,13,,50 Amp - 25W X 50 D,450,17,40,428
oconee-south-carolina,Oconee,14,,50 Amp - 25W X 50 D,450,17,40,429
oconee-south-carolina,Oconee,15,,50 Amp - 25W X 50 D,450,17,40,430
oconee-south-carolina,Oconee,D1,,Dry Camping,150,6,15,431
oconee-south-carolina,Oconee,D2,,Dry Camping,150,6,15,432
oconee-south-carolina,Oconee,D3,,Dry Camping,150,6,15,433
oconee-south-carolina,Oconee,D4,,Dry Camping,150,6,15,434
oconee-south-carolina,Oconee,D5,,Dry Camping,150,6,15,435
oconee-south-carolina,Oconee,D6,,Dry Camping,150,6,15,436
oconee-south-carolina,Oconee,D7,,Dry Camping,150,6,15,437
oconee-south-carolina,Oconee,D8,,Dry Camping,150,6,15,438
oconee-south-carolina,Oconee,D9,,Dry Camping,150,6,15,439
oconee-south-carolina,Oconee,D10,,Dry Camping,150,6,15,440
oconee-south-carolina,Oconee,D11,,Dry Camping,150,6,15,441
oconee-south-carolina,Oconee,D12,,Dry Camping,150,6,15,442
oconee-south-carolina,Oconee,D13,,Dry Camping,150,6,15,443
oconee-south-carolina,Oconee,D14,,Dry Camping,150,6,15,444
oconee-south-carolina,Oconee,D15,,Dry Camping,150,6,15,445
oconee-south-carolina,Oconee,D16,,Dry Camping,150,6,15,446
oconee-south-carolina,Oconee,D17,,Dry Camping,150,6,15,447
oconee-south-carolina,Oconee,D18,,Dry Camping,150,6,15,448
oconee-south-carolina,Oconee,D19,,Dry Camping,150,6,15,449
oconee-south-carolina,Oconee,D20,,Dry Camping,150,6,15,450
oconee-south-carolina,Oconee,D21,,Dry Camping,150,6,15,451
oconee-south-carolina,Oconee,D22,,Dry Camping,150,6,15,452
oconee-south-carolina,Oconee,D23,,Dry Camping,150,6,15,453
oconee-south-carolina,Oconee,D24,,Dry Camping,150,6,15,454
oconee-south-carolina,Oconee,D25,,Dry Camping,150,6,15,455
oconee-south-carolina,Oconee,D26,,Dry Camping,150,6,15,456
oconee-south-carolina,Oconee,D27,,Dry Camping,150,6,15,457
oconee-south-carolina,Oconee,D28,,Dry Camping,150,6,15,458
oconee-south-carolina,Oconee,D29,,Dry Camping,150,6,15,459
oconee-south-carolina,Oconee,D30,,Dry Camping,150,6,15,460
loud-mine-georgia,Loud Mine,1,Premium,50 Amp w/ Water - 25W X 40 D,540,20,45,461
loud-mine-georgia,Loud Mine,2,,50 Amp w/ Water - 25W X 40 D,450,17,40,462
loud-mine-georgia,Loud Mine,3,,50 Amp w/ Water - 25W X 40 D,450,17,40,463
loud-mine-georgia,Loud Mine,4,,50 Amp w/ Water - 25W X 40 D,450,17,40,464
loud-mine-georgia,Loud Mine,5,,50 Amp w/ Water - 25W X 40 D,450,17,40,465
loud-mine-georgia,Loud Mine,6,,50 Amp w/ Water - 25W X 40 D,450,17,40,466
loud-mine-georgia,Loud Mine,7,,50 Amp w/ Water - 25W X 40 D,450,17,40,467
loud-mine-georgia,Loud Mine,9,Premium,50 Amp w/ Water - 25W X 40 D,540,20,45,468
loud-mine-georgia,Loud Mine,9,,30 Amp w/ Water - 25W X 40 D,360,14,30,469
loud-mine-georgia,Loud Mine,10,,30 Amp w/ Water - 25W X 40 D,360,14,30,470
loud-mine-georgia,Loud Mine,11,,30 Amp w/ Water - 25W X 40 D,360,14,30,471
loud-mine-georgia,Loud Mine,12,,30 Amp w/ Water - 25W X 40 D,360,14,30,472
loud-mine-georgia,Loud Mine,13,,30 Amp w/ Water - 25W X 40 D,360,14,30,473
loud-mine-georgia,Loud Mine,14,,30 Amp w/ Water - 25W X 40 D,360,14,30,474
loud-mine-georgia,Loud Mine,15,,30 Amp w/ Water - 25W X 40 D,360,14,30,475
loud-mine-georgia,Loud Mine,16,,30 Amp w/ Water - 25W X 40 D,360,14,30,476
loud-mine-georgia,Loud Mine,17,,30 Amp w/ Water - 25W X 40 D,360,14,30,477
loud-mine-georgia,Loud Mine,18,,30 Amp w/ Water - 25W X 40 D,360,14,30,478
loud-mine-georgia,Loud Mine,19,,30 Amp w/ Water - 25W X 40 D,360,14,30,479
loud-mine-georgia,Loud Mine,20,,30 Amp w/ Water - 25W X 40 D,360,14,30,480
loud-mine-georgia,Loud Mine,21,,30 Amp w/ Water - 25W X 40 D,360,14,30,481
loud-mine-georgia,Loud Mine,22,,30 Amp w/ Water - 25W X 40 D,360,14,30,482
loud-mine-georgia,Loud Mine,23,,30 Amp w/ Water - 25W X 40 D,360,14,30,483
loud-mine-georgia,Loud Mine,24,,30 Amp w/ Water - 25W X 40 D,360,14,30,484
loud-mine-georgia,Loud Mine,25,Premium,30 Amp w/ Water - 25W X 40 D,450,17,30,485
loud-mine-georgia,Loud Mine,26,Premium,30 Amp w/ Water - 25W X 40 D,450,17,30,486
loud-mine-georgia,Loud Mine,27,,30 Amp w/ Water - 25W X 40 D,360,14,30,487
loud-mine-georgia,Loud Mine,28,,30 Amp w/ Water - 25W X 40 D,360,14,30,488
loud-mine-georgia,Loud Mine,29,Premium,30 Amp w/ Water - 25W X 40 D,450,17,30,489
loud-mine-georgia,Loud Mine,30,Premium,30 Amp w/ Water - 25W X 40 D,450,17,30,490
loud-mine-georgia,Loud Mine,31,Premium,50 Amp w/ Water - 25W X 40 D,540,20,45,491
loud-mine-georgia,Loud Mine,32,Premium,30 Amp w/ Water - 25W X 40 D,450,17,30,492
loud-mine-georgia,Loud Mine,33,Premium,30 Amp w/ Water - 25W X 40 D,450,17,30,493
loud-mine-georgia,Loud Mine,34,Premium,50 Amp w/ Water - 25W X 40 D,540,20,45,494
loud-mine-georgia,Loud Mine,35,,30 Amp w/ Water - 25W X 40 D,360,14,30,495
loud-mine-georgia,Loud Mine,36,,30 Amp w/ Water - 25W X 40 D,360,14,30,496
loud-mine-georgia,Loud Mine,37,,30 Amp w/ Water - 25W X 40 D,360,14,30,497
loud-mine-georgia,Loud Mine,38,,30 Amp w/ Water - 25W X 40 D,360,14,30,498
loud-mine-georgia,Loud Mine,39,,30 Amp w/ Water - 25W X 40 D,360,14,30,499
loud-mine-georgia,Loud Mine,40,,30 Amp w/ Water - 25W X 40 D,360,14,30,500
loud-mine-georgia,Loud Mine,41,,30 Amp w/ Water - 25W X 40 D,360,14,30,501
loud-mine-georgia,Loud Mine,42,Premium,30 Amp w/ Water - 25W X 40 D,360,14,30,502
loud-mine-georgia,Loud Mine,43,Premium,30 Amp w/ Water - 25W X 40 D,360,14,30,503
loud-mine-georgia,Loud Mine,44,Premium,30 Amp w/ Water - 25W X 40 D,360,14,30,504
loud-mine-georgia,Loud Mine,45,Premium,30 Amp w/ Water - 25W X 40 D,360,14,30,505
loud-mine-georgia,Loud Mine,46,,30 Amp w/ Water - 25W X 40 D,360,14,30,506
loud-mine-georgia,Loud Mine,51,Premium,30 Amp w/ Water - 25W X 40 D,360,14,30,507
loud-mine-georgia,Loud Mine,52,Premium,30 Amp w/ Water - 25W X 40 D,360,14,30,508
loud-mine-georgia,Loud Mine,53,Premium,30 Amp w/ Water - 25W X 40 D,360,14,30,509
loud-mine-georgia,Loud Mine,54,Premium,50 Amp w/ Water - 25W X 40 D,540,20,45,510
loud-mine-georgia,Loud Mine,55,Premium,50 Amp w/ Water - 25W X 40 D,540,20,45,511
loud-mine-georgia,Loud Mine,D1,,Dry Camping,150,6,15,512
loud-mine-georgia,Loud Mine,D2,,Dry Camping,150,6,15,513
loud-mine-georgia,Loud Mine,D3,,Dry Camping,150,6,15,514
loud-mine-georgia,Loud Mine,D4,,Dry Camping,150,6,15,515
loud-mine-georgia,Loud Mine,D5,,Dry Camping,150,6,15,516
loud-mine-georgia,Loud Mine,D6,,Dry Camping,150,6,15,517
loud-mine-georgia,Loud Mine,D7,,Dry Camping,150,6,15,518
loud-mine-georgia,Loud Mine,D8,,Dry Camping,150,6,15,519
loud-mine-georgia,Loud Mine,D9,,Dry Camping,150,6,15,520
loud-mine-georgia,Loud Mine,D10,,Dry Camping,150,6,15,521
loud-mine-georgia,Loud Mine,D11,,Dry Camping,150,6,15,522
loud-mine-georgia,Loud Mine,D12,,Dry Camping,150,6,15,523
loud-mine-georgia,Loud Mine,D13,,Dry Camping,150,6,15,524
loud-mine-georgia,Loud Mine,D14,,Dry Camping,150,6,15,525
loud-mine-georgia,Loud Mine,D15,,Dry Camping,150,6,15,526
loud-mine-georgia,Loud Mine,D16,,Dry Camping,150,6,15,527
loud-mine-georgia,Loud Mine,D17,,Dry Camping,150,6,15,528
loud-mine-georgia,Loud Mine,D18,,Dry Camping,150,6,15,529
loud-mine-georgia,Loud Mine,D19,,Dry Camping,150,6,15,530
loud-mine-georgia,Loud Mine,D20,,Dry Camping,150,6,15,531
loud-mine-georgia,Loud Mine,D21,,Dry Camping,150,6,15,532
loud-mine-georgia,Loud Mine,D22,,Dry Camping,150,6,15,533
loud-mine-georgia,Loud Mine,D23,,Dry Camping,150,6,15,534
loud-mine-georgia,Loud Mine,D24,,Dry Camping,150,6,15,535
loud-mine-georgia,Loud Mine,D25,,Dry Camping,150,6,15,536
loud-mine-georgia,Loud Mine,D26,,Dry Camping,150,6,15,537
loud-mine-georgia,Loud Mine,D27,,Dry Camping,150,6,15,538
loud-mine-georgia,Loud Mine,D28,,Dry Camping,150,6,15,539
loud-mine-georgia,Loud Mine,D29,,Dry Camping,150,6,15,540
loud-mine-georgia,Loud Mine,D30,,Dry Camping,150,6,15,541
